=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.10.27 11:14:44 =~=~=~=~=~=~=~=~=~=~=~=
GyroXMax: 2.55, GyroXMin: -1.25, GyroYMax: 2.26, GyroYMin: -0.92, GyroZMax: 2.68, GyroZMin: -0.59
GyroXMax: 8.73, GyroXMin: -1.59, GyroYMax: 8.73, GyroYMin: -3.16, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 10.33, GyroY: 11.89, GyroZ: 7.32, AccelX: 32.78, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 8.73, GyroXMin: -1.59, GyroYMax: 8.73, GyroYMin: -3.16, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 10.33, GyroY: 11.89, GyroZ: 7.32, AccelX: 32.78, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 8.00, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -4.59, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 10.40, GyroY: 13.32, GyroZ: 7.32, AccelX: 32.78, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 7.09, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -4.90, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 9.49, GyroY: 13.64, GyroZ: 7.32, AccelX: 32.78, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 6.67, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 9.07, GyroY: 13.93, GyroZ: 7.32, AccelX: 32.78, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 5.13, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 7.52, GyroY: 13.93, GyroZ: 7.32, AccelX: 32.78, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.70, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 6.10, GyroY: 13.93, GyroZ: 7.32, AccelX: 32.78, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 5.78, GyroY: 13.93, GyroZ: 7.32, AccelX: 32.29, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 5.78, GyroY: 13.93, GyroZ: 7.32, AccelX: 32.29, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -2.15
GyroX: 5.78, GyroY: 13.93, GyroZ: 7.18, AccelX: 32.29, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -2.15
GyroX: 5.78, GyroY: 13.93, GyroZ: 7.18, AccelX: 32.29, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -2.15
GyroX: 5.78, GyroY: 13.93, GyroZ: 7.18, AccelX: 32.29, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.91
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.94, AccelX: 32.29, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.91
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.94, AccelX: 32.29, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.91
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.94, AccelX: 32.29, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.91
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.94, AccelX: 32.29, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.91
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.94, AccelX: 32.16, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.91
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.94, AccelX: 31.08, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.91
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.94, AccelX: 31.08, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.91
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.94, AccelX: 31.08, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.91
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.94, AccelX: 31.08, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.91
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.94, AccelX: 31.08, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.90
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.93, AccelX: 31.08, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.40, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.90
GyroX: 5.78, GyroY: 13.93, GyroZ: 6.93, AccelX: 31.08, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.56, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.90
GyroX: 5.94, GyroY: 13.93, GyroZ: 6.93, AccelX: 31.08, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.56, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.90
GyroX: 5.94, GyroY: 13.93, GyroZ: 6.93, AccelX: 31.08, AccelY: 45.91, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.56, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 5.03, GyroZMin: -1.90
GyroX: 5.94, GyroY: 13.93, GyroZ: 6.93, AccelX: 30.30, AccelY: 45.56, AccelZ: 78.45
GyroXMax: 3.38, GyroXMin: -2.56, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 4.54, GyroZMin: -1.90
GyroX: 5.94, GyroY: 13.93, GyroZ: 6.44, AccelX: 30.30, AccelY: 45.56, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.56, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 4.54, GyroZMin: -1.90
GyroX: 5.93, GyroY: 13.93, GyroZ: 6.44, AccelX: 28.36, AccelY: 45.56, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.56, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 4.54, GyroZMin: -1.90
GyroX: 5.93, GyroY: 13.93, GyroZ: 6.44, AccelX: 28.36, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.20, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 13.93, GyroZ: 6.55, AccelX: 28.36, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 28.36, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 28.36, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 42.97, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.54, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 6.55, AccelX: 29.28, AccelY: 25.19, AccelZ: 78.45
GyroXMax: 3.36, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 3.47, GyroZMin: -2.01
GyroX: 5.98, GyroY: 14.48, GyroZ: 5.48, AccelX: 29.28, AccelY: 21.70, AccelZ: 71.37
GyroXMax: 2.64, GyroXMin: -2.62, GyroYMax: 5.39, GyroYMin: -5.75, GyroZMax: 1.61, GyroZMin: -2.01
GyroX: 5.25, GyroY: 11.14, GyroZ: 3.63, AccelX: 14.99, AccelY: 21.70, AccelZ: 71.37
GyroXMax: 1.33, GyroXMin: -2.62, GyroYMax: 0.68, GyroYMin: -5.75, GyroZMax: 0.56, GyroZMin: -2.01
GyroX: 3.95, GyroY: 6.43, GyroZ: 2.57, AccelX: 7.75, AccelY: 21.70, AccelZ: 74.93
GyroXMax: 1.33, GyroXMin: -2.62, GyroYMax: 4.92, GyroYMin: -5.75, GyroZMax: 2.69, GyroZMin: -2.01
GyroX: 3.95, GyroY: 10.67, GyroZ: 4.70, AccelX: 7.62, AccelY: 42.51, AccelZ: 56.30
GyroXMax: 1.77, GyroXMin: -2.62, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.63, GyroZMin: -2.01
GyroX: 4.39, GyroY: 14.48, GyroZ: 6.64, AccelX: 32.39, AccelY: 42.63, AccelZ: 40.65
GyroXMax: 4.48, GyroXMin: -1.93, GyroYMax: 8.73, GyroYMin: -5.75, GyroZMax: 4.63, GyroZMin: -1.78
GyroX: 6.41, GyroY: 14.48, GyroZ: 6.41, AccelX: 32.39, AccelY: 42.63, AccelZ: 53.51
GyroXMax: 4.48, GyroXMin: -1.09, GyroYMax: 8.73, GyroYMin: -4.32, GyroZMax: 4.63, GyroZMin: -1.00
GyroX: 5.57, GyroY: 13.05, GyroZ: 5.63, AccelX: 32.39, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.09, GyroYMax: 8.73, GyroYMin: -1.88, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 5.57, GyroY: 10.61, GyroZ: 5.97, AccelX: 32.39, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.61, GyroYMax: 8.73, GyroYMin: -6.36, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.10, GyroY: 15.09, GyroZ: 5.97, AccelX: 32.16, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 32.16, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 32.16, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.16, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.16, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.16, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.05, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 43.55, AccelZ: 78.45
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 4.63, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 5.97, AccelX: 31.03, AccelY: 19.76, AccelZ: 73.62
GyroXMax: 4.48, GyroXMin: -1.98, GyroYMax: 8.73, GyroYMin: -7.34, GyroZMax: 2.19, GyroZMin: -1.34
GyroX: 6.46, GyroY: 16.07, GyroZ: 3.53, AccelX: 27.67, AccelY: 19.76, AccelZ: 72.17
GyroXMax: 2.59, GyroXMin: -1.98, GyroYMax: 6.59, GyroYMin: -7.34, GyroZMax: 0.57, GyroZMin: -1.34
GyroX: 4.57, GyroY: 13.93, GyroZ: 1.91, AccelX: 15.69, AccelY: 19.76, AccelZ: 72.17
GyroXMax: 0.24, GyroXMin: -1.98, GyroYMax: 0.64, GyroYMin: -7.34, GyroZMax: 0.57, GyroZMin: -1.61
GyroX: 2.22, GyroY: 7.99, GyroZ: 2.18, AccelX: 10.04, AccelY: 17.49, AccelZ: 72.17
GyroXMax: 0.24, GyroXMin: -1.98, GyroYMax: 0.64, GyroYMin: -7.34, GyroZMax: 0.57, GyroZMin: -1.73
GyroX: 2.22, GyroY: 7.99, GyroZ: 2.30, AccelX: 10.04, AccelY: 17.49, AccelZ: 55.06
GyroXMax: 0.24, GyroXMin: -1.98, GyroYMax: 0.64, GyroYMin: -7.34, GyroZMax: 0.57, GyroZMin: -1.73
GyroX: 2.22, GyroY: 7.99, GyroZ: 2.30, AccelX: 9.46, AccelY: 25.68, AccelZ: 32.65
GyroXMax: 1.33, GyroXMin: -1.04, GyroYMax: 6.28, GyroYMin: -4.86, GyroZMax: 3.49, GyroZMin: -1.73
GyroX: 2.37, GyroY: 11.14, GyroZ: 5.22, AccelX: 9.43, AccelY: 37.97, AccelZ: 32.65
GyroXMax: 3.15, GyroXMin: -1.04, GyroYMax: 8.73, GyroYMin: -2.56, GyroZMax: 5.29, GyroZMin: -1.73
GyroX: 4.20, GyroY: 11.30, GyroZ: 7.02, AccelX: 31.68, AccelY: 37.97, AccelZ: 32.65
GyroXMax: 6.25, GyroXMin: -1.04, GyroYMax: 8.73, GyroYMin: -2.56, GyroZMax: 5.29, GyroZMin: -1.73
GyroX: 7.29, GyroY: 11.30, GyroZ: 7.02, AccelX: 31.68, AccelY: 43.37, AccelZ: 52.78
GyroXMax: 6.25, GyroXMin: -1.04, GyroYMax: 8.73, GyroYMin: -2.56, GyroZMax: 5.29, GyroZMin: -1.73
GyroX: 7.29, GyroY: 11.30, GyroZ: 7.02, AccelX: 31.68, AccelY: 43.37, AccelZ: 63.66
GyroXMax: 6.25, GyroXMin: -1.33, GyroYMax: 8.73, GyroYMin: -2.56, GyroZMax: 5.29, GyroZMin: -1.73
GyroX: 7.58, GyroY: 11.30, GyroZ: 7.02, AccelX: 31.60, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -1.95, GyroYMax: 8.73, GyroYMin: -2.56, GyroZMax: 5.29, GyroZMin: -1.73
GyroX: 8.19, GyroY: 11.30, GyroZ: 7.02, AccelX: 31.60, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -5.08, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 13.81, GyroZ: 7.38, AccelX: 31.60, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 31.60, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 31.60, AccelY: 43.37, AccelZ: 76.00
